Symptoms of mental illness,Unarmed/Did Not Have an Actual Weapon,Alleged Weapon,Fleeing,Body Camera,Victims gender,Victims race
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Inputed NF,No,Male,White
No,Vehicle,vehicle,Car,No,Male,Black
No,Vehicle,vehicle,Not fleeing,No,Male,White
No,Allegedly Armed,others,Car,Yes,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Hispanic
No,Unclear,others,Foot,No,Male,Unknown race
Yes,Allegedly Armed,knife,Car,No,Male,White
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Hispanic
Yes,Allegedly Armed,others,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Female,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Unknown race
Drug or alcohol use,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Hispanic
Drug or alcohol use,Allegedly Armed,gun,Car,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Black
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,others,Foot,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Unclear,others,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Other,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
Yes,Allegedly Armed,others,Car,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Vehicle,vehicle,Car,Yes,Male,White
No,Allegedly Armed,gun,Foot,No,Male,White
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Vehicle,vehicle,Car,No,Male,Hispanic
No,Allegedly Armed,others,Not fleeing,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Unknown race
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,others,Other,No,Male,Hispanic
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,No,Male,White
No,Allegedly Armed,others,Car,No,Male,White
No,Allegedly Armed,knife,Car,No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Car,No,Male,Unknown race
No,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Black
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
Yes,Unclear,others,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Yes,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Unknown race
No,Allegedly Armed,gun,Foot,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Car,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,White
No,Vehicle,vehicle,Car,No,Female,White
No,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,Yes,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,others,Other,No,Male,Unknown race
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Other,No,Male,Black
No,Allegedly Armed,others,Inputed NF,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Black
No,Allegedly Armed,knife,Foot,No,Male,Black
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,gun,Other,No,Male,Unknown race
No,Unclear,undetermined,Foot,No,Male,Unknown race
Unknown,Vehicle,vehicle,Car,No,Female,White
No,Allegedly Armed,gun,Inputed NF,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Female,Hispanic
No,Allegedly Armed,gun,Inputed NF,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,White
Unknown,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Unknown race
No,Allegedly Armed,gun,Car,No,Male,Hispanic
No,Unclear,others,Not fleeing,No,Male,White
No,Vehicle,vehicle,Car,No,Male,Unknown race
No,Allegedly Armed,gun,Foot,Yes,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Asian
No,Allegedly Armed,gun,Inputed NF,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Female,Black
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,Yes,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
Yes,Allegedly Armed,gun,Inputed NF,No,Female,White
Unknown,Allegedly Armed,gun,Car,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,No,Male,Hispanic
Unknown,Allegedly Armed,knife,Not fleeing,No,Female,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Unclear,others,Inputed NF,No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Car,No,Male,White
No,Vehicle,vehicle,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Unknown race
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,others,Car,No,Male,White
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,No,Male,White
Unknown,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Inputed NF,No,Male,Black
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Hispanic
No,Allegedly Armed,gun,Other,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Inputed NF,No,Male,Hispanic
Yes,Allegedly Armed,gun,Inputed NF,No,Male,Hispanic
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,Inputed No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Yes,Male,Unknown race
No,Unclear,undetermined,Inputed NF,No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Car,No,Male,Native American
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Other,No,Male,Hispanic
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,others,Not fleeing,No,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Female,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Black
Drug or alcohol use,Allegedly Armed,gun,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Native American
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Drug or alcohol use,Allegedly Armed,gun,Not fleeing,No,Male,Pacific Islander
No,Allegedly Armed,gun,Foot,No,Male,Asian
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Hispanic
No,Vehicle,vehicle,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,Yes,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Car,No,Male,White
Yes,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,White
No,Unclear,others,Not fleeing,No,Male,Native American
No,Unclear,undetermined,Not fleeing,No,Male,Hispanic
No,Unclear,undetermined,Not fleeing,Yes,Male,White
No,Allegedly Armed,knife,Inputed NF,Inputed No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Native American
No,Allegedly Armed,gun,Other,Yes,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,White
Yes,Allegedly Armed,knife,Car,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
Yes,Allegedly Armed,others,Foot,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Vehicle,vehicle,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Drug or alcohol use,Allegedly Armed,gun,Foot,No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,others,Foot,Yes,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Foot,No,Male,Black
No,Vehicle,vehicle,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,Not fleeing,No,Male,Black
No,Vehicle,vehicle,Car,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Other,No,Male,White
No,Allegedly Armed,gun,Foot,Yes,Male,Hispanic
Yes,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Black
No,Allegedly Armed,knife,Inputed NF,No,Male,White
No,Vehicle,vehicle,Car,No,Male,Black
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unarmed/Did Not Have an Actual Weapon,no object,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Black
Yes,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Asian
Unknown,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,others,Inputed NF,Inputed No,Male,Black
No,Allegedly Armed,others,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Male,White
No,Unclear,undetermined,Car,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Car,Yes,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,Yes,Male,Black
Drug or alcohol use,Unclear,others,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Vehicle,vehicle,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,others,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Inputed NF,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Unarmed/Did Not Have an Actual Weapon,others,Inputed NF,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,no object,Car,No,Male,Pacific Islander
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Foot,Yes,Male,Black
No,Allegedly Armed,gun,Car,No,Male,Unknown race
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Vehicle,vehicle,Car,No,Male,Hispanic
Yes,Allegedly Armed,gun,Car,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,knife,Inputed NF,Inputed No,Male,Unknown race
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
No,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,Pacific Islander
No,Allegedly Armed,gun,Car,No,Male,Black
Yes,Allegedly Armed,gun,Car,No,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,Black
Yes,Unarmed/Did Not Have an Actual Weapon,no object,Inputed NF,Inputed No,Female,Black
No,Allegedly Armed,gun,Car,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,Hispanic
No,Allegedly Armed,knife,Not fleeing,Yes,Male,Hispanic
Drug or alcohol use,Allegedly Armed,gun,Car,Yes,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Vehicle,vehicle,Car,Yes,Male,Black
No,Allegedly Armed,knife,Not fleeing,Yes,Male,Hispanic
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,Unknown race
Yes,Unarmed/Did Not Have an Actual Weapon,others,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Unclear,undetermined,Car,No,Male,Unknown race
No,Unclear,undetermined,Inputed NF,Inputed No,Male,Unknown race
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Inputed NF,Inputed No,Male,Black
No,Vehicle,vehicle,Car,No,Male,White
No,Vehicle,vehicle,Car,No,Female,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
Unknown,Allegedly Armed,knife,Not fleeing,No,Male,Hispanic
Unknown,Allegedly Armed,gun,Inputed NF,No,Male,Unknown race
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
No,Unclear,others,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Foot,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,others,Not fleeing,No,Male,Hispanic
No,Unclear,others,Not fleeing,No,Male,White
Yes,Allegedly Armed,others,Not fleeing,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Unclear,undetermined,Inputed NF,No,Male,Hispanic
Drug or alcohol use,Unclear,undetermined,Car,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,Hispanic
No,Unclear,others,Inputed NF,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,No,Female,White
No,Vehicle,vehicle,Car,No,Male,Black
No,Allegedly Armed,gun,Not fleeing,No,Male,Unknown race
Drug or alcohol use,Allegedly Armed,gun,Car,No,Male,Black
Yes,Allegedly Armed,gun,Not fleeing,Yes,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Car,No,Male,Hispanic
No,Allegedly Armed,others,Car,No,Male,Hispanic
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Unclear,others,Other,No,Male,Black
No,Unclear,undetermined,Not fleeing,No,Male,Unknown race
Drug or alcohol use,Allegedly Armed,gun,Car,No,Male,White
Yes,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,knife,Not fleeing,No,Male,White
No,Unclear,others,Foot,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,White
No,Allegedly Armed,gun,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Foot,No,Male,Black
No,Allegedly Armed,others,Not fleeing,No,Male,Black
No,Allegedly Armed,gun,Other,No,Male,Black
Yes,Allegedly Armed,knife,Not fleeing,No,Male,White
